1661,1.552746,1.582376,0.014354
1662,1.552889,1.582353,0.0109957
1663,1.552989,1.582379,0.009892
1664,1.553074,1.582299,0.0091773
1665,1.553146,1.582308,0.0101876
1666,1.55322,1.582324,0.013844
1667,1.553314,1.582345,0.0118406
1668,1.553388,1.582381,0.0096374
1669,1.553445,1.582312,0.0102289
1670,1.5535,1.582452,0.008861
1671,1.553545,1.582387,0.0113257
1672,1.553599,1.582425,0.0103381
1673,1.553643,1.582456,0.01081
1674,1.553687,1.582423,0.011428
1675,1.553729,1.582442,0.0105604
1676,1.553764,1.582382,0.0110431
1677,1.553798,1.582284,0.0133158
1678,1.553835,1.582266,0.0104175
1679,1.553861,1.582144,0.0432006
1680,1.553942,1.582278,0.012966
1681,1.553949,1.582233,0.010435
1682,1.553939,1.582233,0.0091054
1683,1.55393,1.58253,0.0107646
1684,1.553921,1.58253,0.0099319
1685,1.553914,1.582521,0.0102235
1686,1.553905,1.582715,0.0108651
1687,1.553895,1.582532,0.009791
1688,1.553886,1.582763,0.0104609
1689,1.553877,1.582775,0.0086634
1690,1.553868,1.582776,0.0088116
1691,1.553858,1.582776,0.0080239
1692,1.55385,1.582604,0.0115956
1693,1.553839,1.582682,0.011718
1694,1.553828,1.582408,0.0109637
1695,1.553819,1.582357,0.0132531
1696,1.553809,1.582545,0.0101247
1697,1.553801,1.582422,0.0104366
1698,1.553794,1.5825,0.0105042
1699,1.553787,1.582368,0.013109
1700,1.553779,1.582436,0.0108599
1701,1.553773,1.582306,0.0095073
1702,1.553768,1.582437,0.0112398
1703,1.553761,1.582333,0.0115134
1704,1.553755,1.582265,0.0103824
1705,1.55375,1.582014,0.0170963
1706,1.553741,1.581662,0.0110779
1707,1.553737,1.58181,0.0104262
1708,1.553732,1.58181,0.0102742
1709,1.553727,1.581495,0.010886
1710,1.553722,1.581487,0.008897
1711,1.553718,1.581486,0.009377
1712,1.553714,1.581486,0.0103291
1713,1.553709,1.581166,0.0115645
1714,1.553705,1.581291,0.0130355
1715,1.553701,1.581024,0.0091383
1716,1.553698,1.581162,0.0113467
1717,1.553695,1.580834,0.0113528
1718,1.553692,1.581116,0.0103773
1719,1.553689,1.581136,0.0112045
1720,1.553686,1.581124,0.0117778
1721,1.553682,1.580966,0.0114607
1722,1.553679,1.581174,0.0104471
1723,1.553676,1.581191,0.0132851
1724,1.553672,1.581195,0.0103373
1725,1.553668,1.581087,0.0110057
1726,1.553663,1.581267,0.010454
1727,1.553657,1.581218,0.0100222
1728,1.553652,1.581333,0.0120655
1729,1.553647,1.581076,0.0109791
1730,1.553643,1.581209,0.011008
1731,1.553639,1.581078,0.0110985
1732,1.553635,1.581309,0.0121412
1733,1.55363,1.581307,0.0098183
1734,1.553626,1.581121,0.0114438
1735,1.553619,1.581265,0.0112047
1736,1.553612,1.581165,0.0113573
1737,1.553606,1.581234,0.0127414
1738,1.553601,1.581264,0.0116144
1739,1.553598,1.581257,0.0109201
1740,1.553596,1.581265,0.0103001
1741,1.553597,1.581152,0.0116322
1742,1.553599,1.581402,0.0120783
1743,1.553602,1.581359,0.0106283
1744,1.553608,1.581215,0.0114849
1745,1.553616,1.581294,0.0123252
1746,1.553624,1.5812,0.0101233
1747,1.553636,1.581497,0.0111231
1748,1.553649,1.581433,0.0116796
1749,1.553664,1.581443,0.0108342
1750,1.553679,1.581294,0.0114501
1751,1.553696,1.581352,0.0143046
1752,1.553716,1.581356,0.0098839
1753,1.553731,1.581234,0.0165813
1754,1.553756,1.58127,0.0103131
1755,1.55377,1.581236,0.0111205
1756,1.553786,1.581297,0.0303298
1757,1.55383,1.58124,0.0098437
1758,1.553845,1.581195,0.0100044
1759,1.553859,1.58119,0.0097755
1760,1.553875,1.581052,0.0105403
1761,1.5539,1.581139,0.0106824
1762,1.553924,1.581088,0.0101987
1763,1.553943,1.581051,0.0120797
1764,1.553964,1.580977,0.0105994
1765,1.553979,1.580951,0.0087404
1766,1.553988,1.581027,0.0112165
1767,1.553995,1.581021,0.0211102
1768,1.554002,1.580944,0.0227147
1769,1.553998,1.580918,0.0219204
1770,1.553987,1.580933,0.0225545
1771,1.553972,1.580984,0.0237805
1772,1.553955,1.581011,0.0228051
1773,1.553937,1.58098,0.0205206
1774,1.553919,1.580932,0.0223681
1775,1.553899,1.580917,0.0221013
1776,1.553878,1.580917,0.0225082
1777,1.553861,1.580869,0.0211827
1778,1.553842,1.580794,0.0229939
1779,1.55382,1.580542,0.0226921
1780,1.553796,1.580578,0.0218283
1781,1.553776,1.580658,0.0216191
1782,1.553759,1.58067,0.0216035
1783,1.553743,1.580657,0.0222384
1784,1.553729,1.580601,0.023184
1785,1.553716,1.580568,0.0216874
1786,1.553704,1.580431,0.0239744
1787,1.553692,1.580447,0.0208465
1788,1.553682,1.580462,0.0214623
1789,1.553672,1.580397,0.012317
1790,1.553667,1.580397,0.0099563
1791,1.553662,1.580393,0.0116229
1792,1.553658,1.580432,0.0113868
