1743,1.552904,1.573412,0.0149125
1744,1.553043,1.573427,0.0109711
1745,1.553132,1.573427,0.0088709
1746,1.553197,1.573484,0.0080266
1747,1.553251,1.573498,0.0093236
1748,1.553308,1.573627,0.0115551
1749,1.553371,1.573627,0.0124965
1750,1.55343,1.573555,0.011206
1751,1.553477,1.573592,0.009146
1752,1.55351,1.573583,0.0102821
1753,1.553542,1.573591,0.0113575
1754,1.553571,1.573693,0.0109478
1755,1.553596,1.573711,0.0113839
1756,1.553619,1.573653,0.0111874
1757,1.553638,1.573662,0.01091
1758,1.553653,1.573661,0.0109387
1759,1.553664,1.573661,0.0111918
1760,1.553673,1.573661,0.0110263
1761,1.553676,1.573661,0.0111151
1762,1.553676,1.573703,0.0113787
1763,1.553672,1.573687,0.0122066
1764,1.553663,1.573679,0.0097166
1765,1.553653,1.573651,0.0112892
1766,1.553639,1.57359,0.0113648
1767,1.553628,1.573583,0.0116743
1768,1.553617,1.573583,0.0101863
1769,1.553609,1.573509,0.0111552
1770,1.5536,1.573564,0.0143311
1771,1.553588,1.573404,0.0096039
1772,1.553579,1.573352,0.0094892
1773,1.553571,1.573325,0.0109122
1774,1.55356,1.573306,0.0112736
1775,1.553548,1.573163,0.0113029
1776,1.553536,1.57315,0.0109983
1777,1.553526,1.573099,0.0128011
1778,1.553514,1.573109,0.0102694
1779,1.553506,1.573105,0.0099421
1780,1.553498,1.572959,0.0114483
1781,1.55349,1.572916,0.0109832
1782,1.553482,1.572904,0.0110193
1783,1.553475,1.572804,0.0112996
1784,1.553468,1.57268,0.0115204
1785,1.553461,1.572727,0.0111083
1786,1.553454,1.572727,0.01117
1787,1.553448,1.572531,0.0113571
1788,1.553442,1.572512,0.0117135
1789,1.553436,1.572459,0.011123
1790,1.553431,1.572419,0.0115968
1791,1.553426,1.572362,0.0134184
1792,1.553419,1.572315,0.0090145
1793,1.553415,1.572298,0.0112524
1794,1.55341,1.572168,0.011723
1795,1.553405,1.572167,0.0109393
1796,1.5534,1.572195,0.0112439
1797,1.553395,1.572101,0.0111453
1798,1.553391,1.572171,0.0109041
1799,1.553388,1.572086,0.0112568
1800,1.553385,1.572063,0.0117121
1801,1.553382,1.572039,0.0108881
1802,1.553379,1.57197,0.010705
1803,1.553376,1.571955,0.0113039
1804,1.553372,1.571925,0.0112813
1805,1.553369,1.571818,0.0125874
1806,1.553365,1.571818,0.0104341
1807,1.553362,1.571692,0.0105895
1808,1.553359,1.571692,0.0112449
1809,1.553355,1.571656,0.0116314
1810,1.553349,1.571676,0.0107579
1811,1.553343,1.571649,0.011495
1812,1.553337,1.571687,0.0116166
1813,1.553333,1.571676,0.0108267
1814,1.553329,1.571687,0.0112431
1815,1.553325,1.571802,0.0114857
1816,1.55332,1.571656,0.0107201
1817,1.553316,1.57165,0.0110568
1818,1.553311,1.571609,0.0118314
1819,1.553304,1.57163,0.0127211
1820,1.553296,1.571714,0.0148587
1821,1.553289,1.57152,0.0106275
1822,1.553286,1.57152,0.0111739
1823,1.553284,1.57152,0.0099344
1824,1.553284,1.571495,0.0107129
1825,1.553285,1.571471,0.0103499
1826,1.553288,1.571471,0.0118715
1827,1.553292,1.571471,0.0106813
1828,1.553299,1.571471,0.0097367
1829,1.553306,1.571471,0.0106075
1830,1.553314,1.571471,0.0104351
1831,1.553326,1.571471,0.0089936
1832,1.553337,1.571471,0.0108916
1833,1.55335,1.571471,0.0115589
1834,1.553366,1.571471,0.0114591
1835,1.553383,1.571471,0.0109238
1836,1.553399,1.57142,0.0118854
1837,1.553417,1.571412,0.0126193
1838,1.553435,1.571392,0.0175192
1839,1.55346,1.57136,0.0110635
1840,1.553477,1.571338,0.0106054
1841,1.553492,1.571338,0.0097406
1842,1.553506,1.571282,0.0100751
1843,1.553521,1.571302,0.010494
1844,1.553536,1.571302,0.009218
1845,1.55355,1.571302,0.0089744
1846,1.553565,1.571302,0.012697
1847,1.553595,1.571302,0.0107999
1848,1.553617,1.571302,0.0094706
1849,1.553635,1.571302,0.0095365
1850,1.553651,1.571302,0.009306
1851,1.553665,1.571302,0.008926
1852,1.553674,1.571302,0.0127545
1853,1.553683,1.571302,0.0091587
1854,1.553688,1.571302,0.0108665
1855,1.553691,1.571218,0.0116392
1856,1.553691,1.571124,0.0112797
1857,1.553689,1.571102,0.0105653
1858,1.553684,1.571102,0.0113561
1859,1.553679,1.571102,0.0112822
1860,1.553673,1.571102,0.0114871
1861,1.553666,1.571102,0.0113682
1862,1.553659,1.571196,0.0135114
1863,1.55365,1.571196,0.0095781
1864,1.553643,1.571187,0.0106048
1865,1.553635,1.571187,0.0458869
1866,1.55359,1.571187,0.0088066
1867,1.553581,1.571048,0.0092974
1868,1.553573,1.571054,0.0104976
1869,1.553564,1.571054,0.0090865
1870,1.553557,1.571227,0.0085689
1871,1.55355,1.571227,0.0146405
1872,1.553536,1.571227,0.0098643
1873,1.553528,1.571227,0.0107411
1874,1.553518,1.571227,0.0087337
1875,1.553509,1.571117,0.0095411
1876,1.553499,1.571092,0.0085584
1877,1.55349,1.571092,0.0108149
1878,1.55348,1.571227,0.0115671
1879,1.553469,1.571409,0.0107225
1880,1.55346,1.571409,0.0113894
1881,1.553451,1.571409,0.0109345
1882,1.553443,1.571409,0.011327
1883,1.553435,1.571409,0.010807
1884,1.553428,1.571292,0.0115148
1885,1.553421,1.571291,0.0105832
1886,1.553415,1.571413,0.0111887
1887,1.553409,1.571413,0.0115952
1888,1.553402,1.571417,0.0119206
1889,1.553395,1.571374,0.0099938
1890,1.55339,1.571438,0.0111678
1891,1.553385,1.571337,0.0107291
1892,1.55338,1.571369,0.0113763
1893,1.553375,1.57146,0.0112635
1894,1.553369,1.571456,0.0109275
1895,1.553365,1.571486,0.0110189
1896,1.55336,1.57147,0.0112554
1897,1.553355,1.571426,0.0109708
1898,1.55335,1.571499,0.0111397
1899,1.553346,1.571499,0.0112116
1900,1.553342,1.571499,0.0111487
1901,1.553339,1.571499,0.011162
1902,1.553336,1.571499,0.0126936
1903,1.553332,1.571499,0.0092522
1904,1.55333,1.571499,0.0111325
1905,1.553327,1.571499,0.0111188
1906,1.553323,1.571499,0.0111357
1907,1.55332,1.571499,0.0111489
1908,1.553317,1.571782,0.0110083
1909,1.553313,1.571896,0.0109771
1910,1.55331,1.571705,0.0113765
1911,1.553304,1.571705,0.0112377
1912,1.553298,1.572029,0.0108049
1913,1.553293,1.571844,0.0110305
1914,1.553288,1.571985,0.011733
1915,1.553283,1.571607,0.0108978
1916,1.55328,1.571665,0.0122609
1917,1.553275,1.571665,0.0099676
1918,1.553271,1.571665,0.010761
1919,1.553267,1.571665,0.0110371
1920,1.553261,1.571665,0.0113915
1921,1.553253,1.571665,0.0109092
1922,1.553247,1.571665,0.0161553
1923,1.553241,1.571665,0.0103178
1924,1.553239,1.571665,0.0098823
1925,1.553236,1.571665,0.0102155
1926,1.553237,1.571665,0.0111465
1927,1.553239,1.572633,0.0105896
1928,1.553242,1.572737,0.011101
1929,1.553247,1.572852,0.0111151
1930,1.553255,1.5729,0.0130233
1931,1.553357,1.572719,0.0093762
1932,1.553861,1.572719,0.0108126
1933,1.554411,1.572747,0.0110988
1934,1.554971,1.572942,0.011463
1935,1.555568,1.572942,0.011069
1936,1.556205,1.572942,0.054072
1937,1.561029,1.572942,0.01095
1938,1.562155,1.572942,0.0093676
1939,1.563125,1.572942,0.0105849
1940,1.564199,1.572942,0.0108794
1941,1.565257,1.572942,0.0097742
1942,1.566162,1.573876,0.0098838
1943,1.566996,1.573872,0.0095151
1944,1.567681,1.573938,0.0088724
1945,1.568191,1.573938,0.0086137
1946,1.5685,1.573953,0.0111571
1947,1.568575,1.573998,0.0114104
1948,1.568063,1.57403,0.0107432
1949,1.566963,1.57403,0.0110961
1950,1.565122,1.573833,0.0112265
1951,1.562479,1.57413,0.0111028
1952,1.559499,1.574119,0.0110275
1953,1.556005,1.574287,0.0113457
1954,1.551978,1.574281,0.0110211
1955,1.547645,1.574385,0.0122259
1956,1.542571,1.574384,0.0100662
1957,1.538076,1.574384,0.0109411
1958,1.53282,1.574624,0.0114366
1959,1.526683,1.574626,0.0110954
1960,1.51979,1.574767,0.0111084
1961,1.512046,1.574673,0.011082
1962,1.503136,1.574738,0.010902
1963,1.493883,1.574786,0.0108479
1964,1.484072,1.57491,0.0112401
1965,1.473394,1.575039,0.0110647
1966,1.46205,1.575052,0.0112274
1967,1.449551,1.574974,0.0110359
1968,1.436949,1.57489,0.0114161
1969,1.423609,1.574724,0.0122125
1970,1.409083,1.574041,0.009801
1971,1.397221,1.573485,0.0111077
1972,1.383937,1.572808,0.015366
1973,1.365517,1.571602,0.0097142
1974,1.354019,1.570356,0.0095602
1975,1.342777,1.569111,0.0096646
1976,1.331402,1.567324,0.0110063
1977,1.318578,1.565536,0.0113294
1978,1.305558,1.563647,0.0108365
1979,1.293572,1.561412,0.0111026
1980,1.28198,1.559217,0.0112113
1981,1.271001,1.554984,0.0109887
1982,1.260549,1.553096,0.011646
1983,1.250452,1.551386,0.0124107
1984,1.241295,1.549953,0.0093485
1985,1.235389,1.548974,0.0110651
1986,1.22983,1.547584,0.0112556
1987,1.225448,1.546726,0.01108
1988,1.222911,1.545817,0.0112398
1989,1.222217,1.544596,0.0110372
1990,1.222801,1.542128,0.011001
1991,1.225545,1.540709,0.0114285
1992,1.22986,1.4903,0.1274893
1993,1.399695,1.47725,0.0175535
1994,1.436212,1.471084,0.0095854
1995,1.456954,1.45868,0.0132251
1996,1.486189,1.45305,0.0105981
1997,1.50978,1.447601,0.0094049
1998,1.530878,1.442639,0.0114766
1999,1.555826,1.442639,0.0087952
2000,1.574894,1.434218,0.0091982
2001,1.594469,1.434218,0.0087932
2002,1.612578,1.43049,0.0091395
2003,1.631123,1.427542,0.0091247
2004,1.649392,1.425569,0.0106075
2005,1.669734,1.42477,0.0111895
2006,1.690412,1.425116,0.0116975
2007,1.710532,1.427437,0.0120493
2008,1.729767,1.430947,0.0110723
